raw_sentence,tokens,tokens_no_stop,stemmed,lemmatized
Read it at your own pace and you will understand it more.,"['read', 'it', 'at', 'your', 'own', 'pace', 'and', 'you', 'will', 'understand', 'it', 'more']","['read', 'pace', 'understand']","['read', 'pace', 'understand']","['read', 'pace', 'understand']"
"Also, the second time through, when you have to read it, you will see many things that you missed, and the story will be much more meaningful to you.","['also', 'the', 'second', 'time', 'through', 'when', 'you', 'have', 'to', 'read', 'it', 'you', 'will', 'see', 'many', 'things', 'that', 'you', 'missed', 'and', 'the', 'story', 'will', 'be', 'much', 'more', 'meaningful', 'to', 'you']","['also', 'second', 'time', 'read', 'see', 'many', 'things', 'missed', 'story', 'much', 'meaningful']","['also', 'second', 'time', 'read', 'see', 'mani', 'thing', 'miss', 'stori', 'much', 'meaning']","['also', 'second', 'time', 'read', 'see', 'many', 'thing', 'missed', 'story', 'much', 'meaningful']"
"(You'll do better on tests and quizzes, too.)","['youll', 'do', 'better', 'on', 'tests', 'and', 'quizzes', 'too']","['youll', 'better', 'tests', 'quizzes']","['youll', 'better', 'test', 'quizz']","['youll', 'better', 'test', 'quiz']"
"Even if you're not required to read it, check it out-it's not called a classic for nothing!","['even', 'if', 'youre', 'not', 'required', 'to', 'read', 'it', 'check', 'it', 'outits', 'not', 'called', 'a', 'classic', 'for', 'nothing']","['even', 'youre', 'required', 'read', 'check', 'outits', 'called', 'classic', 'nothing']","['even', 'your', 'requir', 'read', 'check', 'outit', 'call', 'classic', 'noth']","['even', 'youre', 'required', 'read', 'check', 'outits', 'called', 'classic', 'nothing']"
this book represents a time in the past of our country in which we should be ashamed.,"['this', 'book', 'represents', 'a', 'time', 'in', 'the', 'past', 'of', 'our', 'country', 'in', 'which', 'we', 'should', 'be', 'ashamed']","['book', 'represents', 'time', 'past', 'country', 'ashamed']","['book', 'repres', 'time', 'past', 'countri', 'asham']","['book', 'represents', 'time', 'past', 'country', 'ashamed']"
"not only was this a time of ""witchcraft"" and witchunts, but the society was willing to ostracize a human being for adultery.","['not', 'only', 'was', 'this', 'a', 'time', 'of', 'witchcraft', 'and', 'witchunts', 'but', 'the', 'society', 'was', 'willing', 'to', 'ostracize', 'a', 'human', 'being', 'for', 'adultery']","['time', 'witchcraft', 'witchunts', 'society', 'willing', 'ostracize', 'human', 'adultery']","['time', 'witchcraft', 'witchunt', 'societi', 'will', 'ostrac', 'human', 'adulteri']","['time', 'witchcraft', 'witchunts', 'society', 'willing', 'ostracize', 'human', 'adultery']"
"as if it weren't punishment enough for hester to have to wear the ""a"" on her chest, everyone stared at her peculiarly and did not accept her into normal society.","['as', 'if', 'it', 'werent', 'punishment', 'enough', 'for', 'hester', 'to', 'have', 'to', 'wear', 'the', 'a', 'on', 'her', 'chest', 'everyone', 'stared', 'at', 'her', 'peculiarly', 'and', 'did', 'not', 'accept', 'her', 'into', 'normal', 'society']","['werent', 'punishment', 'enough', 'hester', 'wear', 'chest', 'everyone', 'stared', 'peculiarly', 'accept', 'normal', 'society']","['werent', 'punish', 'enough', 'hester', 'wear', 'chest', 'everyon', 'stare', 'peculiarli', 'accept', 'normal', 'societi']","['werent', 'punishment', 'enough', 'hester', 'wear', 'chest', 'everyone', 'stared', 'peculiarly', 'accept', 'normal', 'society']"
"i think this is overly harsh, yet this whole book reflects the time in which it took place very well.","['i', 'think', 'this', 'is', 'overly', 'harsh', 'yet', 'this', 'whole', 'book', 'reflects', 'the', 'time', 'in', 'which', 'it', 'took', 'place', 'very', 'well']","['think', 'overly', 'harsh', 'yet', 'whole', 'book', 'reflects', 'time', 'took', 'place', 'well']","['think', 'overli', 'harsh', 'yet', 'whole', 'book', 'reflect', 'time', 'took', 'place', 'well']","['think', 'overly', 'harsh', 'yet', 'whole', 'book', 'reflects', 'time', 'took', 'place', 'well']"
i would recommend it.,"['i', 'would', 'recommend', 'it']","['would', 'recommend']","['would', 'recommend']","['would', 'recommend']"
This book literally put me to sleep.,"['this', 'book', 'literally', 'put', 'me', 'to', 'sleep']","['book', 'literally', 'put', 'sleep']","['book', 'liter', 'put', 'sleep']","['book', 'literally', 'put', 'sleep']"
"I could wake up at 2 in the morning and find the book in my lap, and then have to stress over finishing the assigned reading for my English class.","['i', 'could', 'wake', 'up', 'at', 'in', 'the', 'morning', 'and', 'find', 'the', 'book', 'in', 'my', 'lap', 'and', 'then', 'have', 'to', 'stress', 'over', 'finishing', 'the', 'assigned', 'reading', 'for', 'my', 'english', 'class']","['could', 'wake', 'morning', 'find', 'book', 'lap', 'stress', 'finishing', 'assigned', 'reading', 'english', 'class']","['could', 'wake', 'morn', 'find', 'book', 'lap', 'stress', 'finish', 'assign', 'read', 'english', 'class']","['could', 'wake', 'morning', 'find', 'book', 'lap', 'stress', 'finishing', 'assigned', 'reading', 'english', 'class']"
"I mean, some of the sentences are about 15 lines long, and the plot, if there is a plot, is incredibly slow.","['i', 'mean', 'some', 'of', 'the', 'sentences', 'are', 'about', 'lines', 'long', 'and', 'the', 'plot', 'if', 'there', 'is', 'a', 'plot', 'is', 'incredibly', 'slow']","['mean', 'sentences', 'lines', 'long', 'plot', 'plot', 'incredibly', 'slow']","['mean', 'sentenc', 'line', 'long', 'plot', 'plot', 'incred', 'slow']","['mean', 'sentence', 'line', 'long', 'plot', 'plot', 'incredibly', 'slow']"
"If the author would just tell it like it is, and not drag it out for pages, the book would be only about a third of the length that it is.","['if', 'the', 'author', 'would', 'just', 'tell', 'it', 'like', 'it', 'is', 'and', 'not', 'drag', 'it', 'out', 'for', 'pages', 'the', 'book', 'would', 'be', 'only', 'about', 'a', 'third', 'of', 'the', 'length', 'that', 'it', 'is']","['author', 'would', 'tell', 'like', 'drag', 'pages', 'book', 'would', 'third', 'length']","['author', 'would', 'tell', 'like', 'drag', 'page', 'book', 'would', 'third', 'length']","['author', 'would', 'tell', 'like', 'drag', 'page', 'book', 'would', 'third', 'length']"
"Boring, boring, BORING!","['boring', 'boring', 'boring']","['boring', 'boring', 'boring']","['bore', 'bore', 'bore']","['boring', 'boring', 'boring']"
I've never heard of this author before so reading this was a bit of a gamble with me but I liked the sound of it.,"['ive', 'never', 'heard', 'of', 'this', 'author', 'before', 'so', 'reading', 'this', 'was', 'a', 'bit', 'of', 'a', 'gamble', 'with', 'me', 'but', 'i', 'liked', 'the', 'sound', 'of', 'it']","['ive', 'never', 'heard', 'author', 'reading', 'bit', 'gamble', 'liked', 'sound']","['ive', 'never', 'heard', 'author', 'read', 'bit', 'gambl', 'like', 'sound']","['ive', 'never', 'heard', 'author', 'reading', 'bit', 'gamble', 'liked', 'sound']"
"Well, I'm glad I took the risk.","['well', 'im', 'glad', 'i', 'took', 'the', 'risk']","['well', 'im', 'glad', 'took', 'risk']","['well', 'im', 'glad', 'took', 'risk']","['well', 'im', 'glad', 'took', 'risk']"
I was sucked into the characters lives and anxious to discover thier outcomes and fates.,"['i', 'was', 'sucked', 'into', 'the', 'characters', 'lives', 'and', 'anxious', 'to', 'discover', 'thier', 'outcomes', 'and', 'fates']","['sucked', 'characters', 'lives', 'anxious', 'discover', 'thier', 'outcomes', 'fates']","['suck', 'charact', 'live', 'anxiou', 'discov', 'thier', 'outcom', 'fate']","['sucked', 'character', 'life', 'anxious', 'discover', 'thier', 'outcome', 'fate']"
The plotline fell into place so well and wonderfully.,"['the', 'plotline', 'fell', 'into', 'place', 'so', 'well', 'and', 'wonderfully']","['plotline', 'fell', 'place', 'well', 'wonderfully']","['plotlin', 'fell', 'place', 'well', 'wonder']","['plotline', 'fell', 'place', 'well', 'wonderfully']"
Despite the fact that it wasn't full of suspense it was still SUCH a page turner.,"['despite', 'the', 'fact', 'that', 'it', 'wasnt', 'full', 'of', 'suspense', 'it', 'was', 'still', 'such', 'a', 'page', 'turner']","['despite', 'fact', 'wasnt', 'full', 'suspense', 'still', 'page', 'turner']","['despit', 'fact', 'wasnt', 'full', 'suspens', 'still', 'page', 'turner']","['despite', 'fact', 'wasnt', 'full', 'suspense', 'still', 'page', 'turner']"
"I loved the way the book was written, each line meant something and each line was meant to be there and each new page was like a new poem.It made me concentrate too.","['i', 'loved', 'the', 'way', 'the', 'book', 'was', 'written', 'each', 'line', 'meant', 'something', 'and', 'each', 'line', 'was', 'meant', 'to', 'be', 'there', 'and', 'each', 'new', 'page', 'was', 'like', 'a', 'new', 'poemit', 'made', 'me', 'concentrate', 'too']","['loved', 'way', 'book', 'written', 'line', 'meant', 'something', 'line', 'meant', 'new', 'page', 'like', 'new', 'poemit', 'made', 'concentrate']","['love', 'way', 'book', 'written', 'line', 'meant', 'someth', 'line', 'meant', 'new', 'page', 'like', 'new', 'poemit', 'made', 'concentr']","['loved', 'way', 'book', 'written', 'line', 'meant', 'something', 'line', 'meant', 'new', 'page', 'like', 'new', 'poemit', 'made', 'concentrate']"
"It's not the kind of book you can read half asleep before bed time, this book required my full attention.","['its', 'not', 'the', 'kind', 'of', 'book', 'you', 'can', 'read', 'half', 'asleep', 'before', 'bed', 'time', 'this', 'book', 'required', 'my', 'full', 'attention']","['kind', 'book', 'read', 'half', 'asleep', 'bed', 'time', 'book', 'required', 'full', 'attention']","['kind', 'book', 'read', 'half', 'asleep', 'bed', 'time', 'book', 'requir', 'full', 'attent']","['kind', 'book', 'read', 'half', 'asleep', 'bed', 'time', 'book', 'required', 'full', 'attention']"
"The story of hester is by itself a master piece worthy of its highly commended status, however the annotated version really helps the reader understand the historical references and many archaic words.","['the', 'story', 'of', 'hester', 'is', 'by', 'itself', 'a', 'master', 'piece', 'worthy', 'of', 'its', 'highly', 'commended', 'status', 'however', 'the', 'annotated', 'version', 'really', 'helps', 'the', 'reader', 'understand', 'the', 'historical', 'references', 'and', 'many', 'archaic', 'words']","['story', 'hester', 'master', 'piece', 'worthy', 'highly', 'commended', 'status', 'however', 'annotated', 'version', 'really', 'helps', 'reader', 'understand', 'historical', 'references', 'many', 'archaic', 'words']","['stori', 'hester', 'master', 'piec', 'worthi', 'highli', 'commend', 'statu', 'howev', 'annot', 'version', 'realli', 'help', 'reader', 'understand', 'histor', 'refer', 'mani', 'archaic', 'word']","['story', 'hester', 'master', 'piece', 'worthy', 'highly', 'commended', 'status', 'however', 'annotated', 'version', 'really', 'help', 'reader', 'understand', 'historical', 'reference', 'many', 'archaic', 'word']"
It shocks me that the Scarlet Letter is the most taught book in the nation.,"['it', 'shocks', 'me', 'that', 'the', 'scarlet', 'letter', 'is', 'the', 'most', 'taught', 'book', 'in', 'the', 'nation']","['shocks', 'scarlet', 'letter', 'taught', 'book', 'nation']","['shock', 'scarlet', 'letter', 'taught', 'book', 'nation']","['shock', 'scarlet', 'letter', 'taught', 'book', 'nation']"
"It may have much symbolism and so on, but it is a convoluted mess.","['it', 'may', 'have', 'much', 'symbolism', 'and', 'so', 'on', 'but', 'it', 'is', 'a', 'convoluted', 'mess']","['may', 'much', 'symbolism', 'convoluted', 'mess']","['may', 'much', 'symbol', 'convolut', 'mess']","['may', 'much', 'symbolism', 'convoluted', 'mess']"
"The author is completely detached from his audience, and for some bizarre reason, he feels he has to explain every little thing that happens in great detail.","['the', 'author', 'is', 'completely', 'detached', 'from', 'his', 'audience', 'and', 'for', 'some', 'bizarre', 'reason', 'he', 'feels', 'he', 'has', 'to', 'explain', 'every', 'little', 'thing', 'that', 'happens', 'in', 'great', 'detail']","['author', 'completely', 'detached', 'audience', 'bizarre', 'reason', 'feels', 'explain', 'every', 'little', 'thing', 'happens', 'great', 'detail']","['author', 'complet', 'detach', 'audienc', 'bizarr', 'reason', 'feel', 'explain', 'everi', 'littl', 'thing', 'happen', 'great', 'detail']","['author', 'completely', 'detached', 'audience', 'bizarre', 'reason', 'feel', 'explain', 'every', 'little', 'thing', 'happens', 'great', 'detail']"
It is also irrelevant to our modern times.,"['it', 'is', 'also', 'irrelevant', 'to', 'our', 'modern', 'times']","['also', 'irrelevant', 'modern', 'times']","['also', 'irrelev', 'modern', 'time']","['also', 'irrelevant', 'modern', 'time']"
"In our days people need to be reading things like Huxley, Orwell, Fitzgerald, Bradbury, Hemmingway, Steinbeck, Salinger, and many other great 20th century writers.","['in', 'our', 'days', 'people', 'need', 'to', 'be', 'reading', 'things', 'like', 'huxley', 'orwell', 'fitzgerald', 'bradbury', 'hemmingway', 'steinbeck', 'salinger', 'and', 'many', 'other', 'great', 'th', 'century', 'writers']","['days', 'people', 'need', 'reading', 'things', 'like', 'huxley', 'orwell', 'fitzgerald', 'bradbury', 'hemmingway', 'steinbeck', 'salinger', 'many', 'great', 'th', 'century', 'writers']","['day', 'peopl', 'need', 'read', 'thing', 'like', 'huxley', 'orwel', 'fitzgerald', 'bradburi', 'hemmingway', 'steinbeck', 'saling', 'mani', 'great', 'th', 'centuri', 'writer']","['day', 'people', 'need', 'reading', 'thing', 'like', 'huxley', 'orwell', 'fitzgerald', 'bradbury', 'hemmingway', 'steinbeck', 'salinger', 'many', 'great', 'th', 'century', 'writer']"
This book is only relevant to those interested in the time period which it discusses.,"['this', 'book', 'is', 'only', 'relevant', 'to', 'those', 'interested', 'in', 'the', 'time', 'period', 'which', 'it', 'discusses']","['book', 'relevant', 'interested', 'time', 'period', 'discusses']","['book', 'relev', 'interest', 'time', 'period', 'discuss']","['book', 'relevant', 'interested', 'time', 'period', 'discusses']"
I didnt realize when I ordered it that the type was turned side ways.,"['i', 'didnt', 'realize', 'when', 'i', 'ordered', 'it', 'that', 'the', 'type', 'was', 'turned', 'side', 'ways']","['didnt', 'realize', 'ordered', 'type', 'turned', 'side', 'ways']","['didnt', 'realiz', 'order', 'type', 'turn', 'side', 'way']","['didnt', 'realize', 'ordered', 'type', 'turned', 'side', 'way']"
"I bought this as a gift, but not sure I will give it.I guess someone might like the format, but I dont.","['i', 'bought', 'this', 'as', 'a', 'gift', 'but', 'not', 'sure', 'i', 'will', 'give', 'iti', 'guess', 'someone', 'might', 'like', 'the', 'format', 'but', 'i', 'dont']","['bought', 'gift', 'sure', 'give', 'iti', 'guess', 'someone', 'might', 'like', 'format', 'dont']","['bought', 'gift', 'sure', 'give', 'iti', 'guess', 'someon', 'might', 'like', 'format', 'dont']","['bought', 'gift', 'sure', 'give', 'iti', 'guess', 'someone', 'might', 'like', 'format', 'dont']"
"Once you get past the language barrier, this book is an amazing read.","['once', 'you', 'get', 'past', 'the', 'language', 'barrier', 'this', 'book', 'is', 'an', 'amazing', 'read']","['get', 'past', 'language', 'barrier', 'book', 'amazing', 'read']","['get', 'past', 'languag', 'barrier', 'book', 'amaz', 'read']","['get', 'past', 'language', 'barrier', 'book', 'amazing', 'read']"
"To see the tragedies that some women went through at one point in history is a great thing, and to remind us never to let history repeat itself.","['to', 'see', 'the', 'tragedies', 'that', 'some', 'women', 'went', 'through', 'at', 'one', 'point', 'in', 'history', 'is', 'a', 'great', 'thing', 'and', 'to', 'remind', 'us', 'never', 'to', 'let', 'history', 'repeat', 'itself']","['see', 'tragedies', 'women', 'went', 'one', 'point', 'history', 'great', 'thing', 'remind', 'us', 'never', 'let', 'history', 'repeat']","['see', 'tragedi', 'women', 'went', 'one', 'point', 'histori', 'great', 'thing', 'remind', 'us', 'never', 'let', 'histori', 'repeat']","['see', 'tragedy', 'woman', 'went', 'one', 'point', 'history', 'great', 'thing', 'remind', 'u', 'never', 'let', 'history', 'repeat']"
The Scarlet Letter is an interesting book.,"['the', 'scarlet', 'letter', 'is', 'an', 'interesting', 'book']","['scarlet', 'letter', 'interesting', 'book']","['scarlet', 'letter', 'interest', 'book']","['scarlet', 'letter', 'interesting', 'book']"
